,Unnamed: 0,Tag,Stunde,avg_rel_Humidpercent,avg_temp20cm,avg_temp200cm,avg_boden_temp5cm,avg_boden_temp20cm,avg_wind_velocity2_5meter,sum_glob_strahlung_Wh/m2,niederschlag_nn
0,0,31.10.2020,00:00,83.0,12.5,13.2,12.4,12.7,0.8,0.0,0.0
1,1,31.10.2020,01:00,82.9,12.5,13.1,12.3,12.7,0.9,0.0,0.0
2,2,31.10.2020,02:00,83.4,12.2,12.9,12.2,12.7,0.8,0.0,0.0
3,3,31.10.2020,03:00,83.7,11.9,12.8,12.2,12.6,0.5,0.0,0.0
4,4,31.10.2020,04:00,84.5,11.6,12.6,12.2,12.6,0.4,0.0,0.0
5,5,31.10.2020,05:00,84.9,11.5,12.4,12.1,12.6,0.3,0.0,0.0
6,6,31.10.2020,06:00,89.2,11.2,11.9,12.1,12.6,0.1,0.0,0.0
7,7,31.10.2020,07:00,90.8,10.7,11.6,11.9,12.6,0.1,15.5,0.0
8,8,31.10.2020,08:00,91.5,11.2,12.0,11.9,12.6,0.1,91.3,0.0
9,9,31.10.2020,09:00,76.9,12.6,13.9,11.8,12.5,0.5,292.6,0.0
10,10,31.10.2020,10:00,64.8,14.0,15.1,11.8,12.5,1.0,389.1,0.0
11,11,31.10.2020,11:00,63.2,15.0,15.9,11.9,12.5,1.0,477.2,0.0
12,12,31.10.2020,12:00,62.0,15.4,16.4,12.0,12.5,1.0,489.0,0.0
13,13,31.10.2020,13:00,61.0,16.0,16.9,12.2,12.5,1.0,430.0,0.0
14,14,31.10.2020,14:00,60.2,16.1,17.2,12.4,12.5,1.0,331.2,0.0
15,15,31.10.2020,15:00,63.5,15.3,16.8,12.6,12.6,1.0,202.5,0.0
16,16,31.10.2020,16:00,70.3,12.8,15.2,12.5,12.6,0.5,59.3,0.0
17,17,31.10.2020,17:00,80.7,10.8,13.1,12.1,12.7,0.3,0.0,0.0
18,18,31.10.2020,18:00,91.8,9.3,11.3,11.7,12.6,0.2,0.0,0.0
19,19,31.10.2020,19:00,97.5,8.2,10.2,11.3,12.6,0.3,0.0,0.0
20,20,31.10.2020,20:00,99.6,8.7,10.2,10.9,12.5,0.3,0.0,0.0
21,21,31.10.2020,21:00,98.7,10.2,11.2,10.8,12.3,0.5,0.0,0.0
22,22,31.10.2020,22:00,99.0,9.8,10.9,10.8,12.2,0.4,0.0,0.0
23,23,31.10.2020,23:00,97.5,10.6,11.5,10.8,12.1,0.4,0.0,0.0
24,24,01.11.2020,00:00,86.1,12.2,13.2,10.8,12.1,0.7,0.0,0.0
25,25,01.11.2020,01:00,84.6,12.3,13.0,11.0,12.0,0.6,0.0,0.0
26,26,01.11.2020,02:00,80.7,13.1,13.9,11.2,12.0,1.1,0.0,0.0
27,27,01.11.2020,03:00,86.2,12.9,13.6,11.3,12.0,1.1,0.0,0.0
28,28,01.11.2020,04:00,95.6,12.6,13.1,11.4,12.1,0.9,0.0,0.0
29,29,01.11.2020,05:00,99.9,12.5,12.9,11.4,12.1,0.9,0.0,0.0
30,30,01.11.2020,06:00,100.0,12.4,12.7,11.7,12.1,0.9,0.0,0.1
31,31,01.11.2020,07:00,100.0,11.9,12.2,11.7,12.1,1.1,0.0,1.2
32,32,01.11.2020,08:00,100.0,12.1,12.2,11.7,12.2,1.1,29.4,0.6
33,33,01.11.2020,09:00,100.0,12.6,12.5,11.8,12.2,1.2,41.8,0.0
34,34,01.11.2020,10:00,100.0,13.5,13.2,12.1,12.2,1.4,94.5,0.0
35,35,01.11.2020,11:00,100.0,14.4,14.1,12.4,12.3,1.1,110.1,0.0
36,36,01.11.2020,12:00,100.0,15.3,15.1,12.8,12.3,1.6,156.4,0.0
37,37,01.11.2020,13:00,100.0,15.4,15.5,13.1,12.5,1.6,49.8,0.0
38,38,01.11.2020,14:00,98.8,15.9,15.9,13.3,12.6,1.7,58.9,0.0
39,39,01.11.2020,15:00,95.5,16.0,16.3,13.6,12.7,1.5,26.9,0.0
40,40,01.11.2020,16:00,96.6,15.6,16.1,13.6,12.8,1.7,0.0,0.0
41,41,01.11.2020,17:00,99.4,15.3,15.8,13.5,12.9,1.4,0.0,0.0
42,42,01.11.2020,18:00,100.0,15.2,15.8,13.5,13.0,1.5,0.0,0.1
43,43,01.11.2020,19:00,97.8,15.3,15.9,13.5,13.0,1.5,0.0,0.0
44,44,01.11.2020,20:00,92.6,15.7,16.3,13.4,13.1,1.1,0.0,0.0
45,45,01.11.2020,21:00,91.1,15.9,16.5,13.4,13.1,1.4,0.0,0.0
46,46,01.11.2020,22:00,91.3,16.0,16.6,13.5,13.1,1.4,0.0,0.0
47,47,01.11.2020,23:00,91.9,16.2,16.8,13.5,13.2,1.8,0.0,0.0
48,48,02.11.2020,00:00,89.3,16.5,17.1,13.5,13.2,1.6,0.0,0.0
49,49,02.11.2020,01:00,86.8,16.6,17.2,13.5,13.3,1.5,0.0,0.0
50,50,02.11.2020,02:00,86.8,16.7,17.3,13.6,13.3,1.7,0.0,0.0
51,51,02.11.2020,03:00,85.5,16.8,17.4,13.7,13.3,1.8,0.0,0.0
52,52,02.11.2020,04:00,86.0,16.8,17.4,13.7,13.4,1.5,0.0,0.0
53,53,02.11.2020,05:00,85.3,16.8,17.5,13.7,13.4,1.8,0.0,0.0
54,54,02.11.2020,06:00,84.9,16.8,17.6,13.8,13.4,1.5,0.0,0.0
55,55,02.11.2020,07:00,86.4,16.6,17.4,13.7,13.4,1.4,0.0,0.0
56,56,02.11.2020,08:00,87.4,16.8,17.5,13.8,13.4,1.3,38.7,0.0
57,57,02.11.2020,09:00,83.2,18.0,18.6,13.8,13.5,1.4,85.9,0.0
58,58,02.11.2020,10:00,76.6,19.0,19.7,14.2,13.5,1.7,95.5,0.0
59,59,02.11.2020,11:00,68.7,20.9,21.6,14.6,13.6,2.0,246.0,0.0
60,60,02.11.2020,12:00,68.1,20.1,21.2,15.0,13.7,1.8,240.3,0.0
61,61,02.11.2020,13:00,65.1,20.4,21.4,15.1,13.9,2.1,196.88,0.0
62,62,02.11.2020,14:00,67.2,20.2,21.2,15.3,13.9,1.5,153.45,0.0
63,63,02.11.2020,15:00,66.5,20.3,21.4,15.3,14.1,1.4,110.03,0.0
64,64,02.11.2020,16:00,63.3,20.4,21.7,15.5,14.2,1.8,66.6,0.0
65,65,02.11.2020,17:00,67.2,18.7,20.2,15.3,14.3,1.6,0.0,0.0
66,66,02.11.2020,18:00,71.2,17.9,19.3,15.0,14.3,1.6,0.0,0.0
67,67,02.11.2020,19:00,71.9,18.0,19.1,14.8,14.3,2.1,0.0,0.0
68,68,02.11.2020,20:00,72.4,17.8,18.7,14.5,14.3,2.2,0.0,0.0
69,69,02.11.2020,21:00,75.9,17.1,18.0,14.4,14.3,1.3,0.0,0.0
70,70,02.11.2020,22:00,74.4,17.3,18.3,14.4,14.2,1.4,0.0,0.0
71,71,02.11.2020,23:00,78.5,16.8,17.9,14.3,14.2,1.2,0.0,0.0
72,72,03.11.2020,00:00,86.5,14.1,14.3,14.3,14.2,3.2,0.0,0.0
73,73,03.11.2020,01:00,85.2,13.8,14.3,14.2,14.2,1.4,0.0,0.5
74,74,03.11.2020,02:00,91.6,12.4,12.8,13.9,14.1,0.8,0.0,0.9
75,75,03.11.2020,03:00,100.0,11.8,12.0,13.8,14.1,0.6,0.0,0.4
76,76,03.11.2020,04:00,100.0,11.2,11.4,13.5,14.1,0.9,0.0,0.2
77,77,03.11.2020,05:00,100.0,11.0,11.2,13.4,14.0,0.9,0.0,0.2
78,78,03.11.2020,06:00,100.0,11.0,11.3,13.3,13.9,0.7,0.0,0.0
79,79,03.11.2020,07:00,100.0,11.1,11.3,13.1,13.8,0.8,0.0,0.0
80,80,03.11.2020,08:00,100.0,11.5,11.5,13.1,13.8,0.7,45.3,0.0
81,81,03.11.2020,09:00,100.0,12.2,12.0,13.1,13.7,0.7,90.9,0.0
82,82,03.11.2020,10:00,99.6,13.0,12.6,13.4,13.7,1.0,165.4,0.0
83,83,03.11.2020,11:00,93.6,13.4,13.0,13.6,13.7,1.1,220.9,0.0
84,84,03.11.2020,12:00,88.8,13.8,13.4,13.9,13.7,1.1,159.1,0.0
85,85,03.11.2020,13:00,86.8,13.5,13.5,14.1,13.8,1.0,104.5,0.0
86,86,03.11.2020,14:00,87.7,13.0,13.1,14.2,13.8,0.9,92.6,0.0
87,87,03.11.2020,15:00,89.9,12.3,12.6,14.0,13.9,1.2,29.4,0.0
88,88,03.11.2020,16:00,91.9,11.5,12.0,13.8,13.9,1.2,11.1,0.0
89,89,03.11.2020,17:00,93.6,10.7,11.4,13.5,13.9,1.0,0.0,0.0
90,90,03.11.2020,18:00,95.5,10.4,11.0,13.2,13.8,0.9,0.0,0.0
91,91,03.11.2020,19:00,95.4,10.1,10.7,12.9,13.7,1.1,0.0,0.0
92,92,03.11.2020,20:00,94.9,10.1,10.6,12.7,13.7,1.3,0.0,0.0
93,93,03.11.2020,21:00,96.0,9.9,10.5,12.5,13.6,0.9,0.0,0.0
94,94,03.11.2020,22:00,93.4,9.3,10.1,12.3,13.5,0.9,0.0,0.0
95,95,03.11.2020,23:00,81.3,8.5,9.5,12.2,13.4,0.9,0.0,0.0
96,96,04.11.2020,00:00,90.7,7.4,8.5,11.9,13.3,0.3,0.0,0.0
97,97,04.11.2020,01:00,92.8,6.7,7.9,11.6,13.2,0.3,0.0,0.0
98,98,04.11.2020,02:00,99.4,6.0,7.1,11.3,13.1,0.2,0.0,0.0
99,99,04.11.2020,03:00,100.0,5.7,6.7,11.0,13.0,0.4,0.0,0.0
100,100,04.11.2020,04:00,100.0,4.6,5.5,10.8,12.9,0.3,0.0,0.0
101,101,04.11.2020,05:00,100.0,3.3,4.4,10.4,12.7,0.3,0.0,0.0
102,102,04.11.2020,06:00,100.0,2.7,3.7,10.0,12.6,0.2,0.0,0.0
103,103,04.11.2020,07:00,100.0,3.4,3.9,9.8,12.4,0.2,10.1,0.0
104,104,04.11.2020,08:00,100.0,4.7,4.9,9.7,12.2,0.3,75.2,0.0
105,105,04.11.2020,09:00,99.6,6.4,6.5,9.8,12.1,1.5,160.4,0.0
106,106,04.11.2020,10:00,93.4,7.8,7.8,9.9,12.0,2.0,346.7,0.0
107,107,04.11.2020,11:00,83.8,9.2,9.1,10.1,11.9,2.3,452.1,0.0
108,108,04.11.2020,12:00,80.3,9.7,9.8,10.2,11.9,2.1,460.4,0.0
109,109,04.11.2020,13:00,74.8,10.8,10.7,10.2,11.9,2.3,400.2,0.0
110,110,04.11.2020,14:00,69.2,10.9,11.1,10.4,11.9,2.2,268.9,0.0
111,111,04.11.2020,15:00,71.2,10.0,10.7,10.6,11.9,2.3,162.3,0.0
112,112,04.11.2020,16:00,74.5,8.5,9.6,10.5,11.9,1.6,39.7,0.0
113,113,04.11.2020,17:00,81.1,6.1,7.7,10.2,11.9,0.9,0.0,0.0
114,114,04.11.2020,18:00,83.7,5.2,6.8,9.8,11.9,0.8,0.0,0.0
115,115,04.11.2020,19:00,92.6,3.1,4.7,9.5,11.7,0.4,0.0,0.0
116,116,04.11.2020,20:00,99.8,2.5,3.6,9.1,11.6,0.6,0.0,0.0
117,117,04.11.2020,21:00,100.0,2.2,3.2,8.8,11.5,0.6,0.0,0.0
118,118,04.11.2020,22:00,100.0,1.5,2.6,8.5,11.4,0.6,0.0,0.0
119,119,04.11.2020,23:00,100.0,1.6,3.1,8.3,11.2,0.4,0.0,0.0
120,120,05.11.2020,00:00,100.0,1.0,2.3,8.0,11.1,0.5,0.0,0.0
121,121,05.11.2020,01:00,100.0,0.8,1.8,7.8,10.9,0.6,0.0,0.0
122,122,05.11.2020,02:00,100.0,0.4,1.6,7.5,10.8,0.5,0.0,0.0
123,123,05.11.2020,03:00,100.0,0.2,1.4,7.3,10.6,0.4,0.0,0.0
124,124,05.11.2020,04:00,100.0,0.3,1.9,7.2,10.5,0.4,0.0,0.0
125,125,05.11.2020,05:00,100.0,0.4,1.9,7.0,10.3,0.6,0.0,0.0
126,126,05.11.2020,06:00,100.0,0.3,1.7,6.8,10.2,0.5,0.0,0.0
127,127,05.11.2020,07:00,100.0,0.7,1.9,6.7,10.1,0.6,21.0,0.0
128,128,05.11.2020,08:00,100.0,1.9,2.7,6.6,9.9,0.8,140.7,0.0
129,129,05.11.2020,09:00,99.6,4.2,4.8,6.6,9.9,1.3,268.8,0.0
130,130,05.11.2020,10:00,93.1,6.5,6.9,6.8,9.7,1.5,380.9,0.0
131,131,05.11.2020,11:00,83.3,8.3,8.5,7.1,9.7,1.9,440.4,0.0
132,132,05.11.2020,12:00,74.3,9.3,9.6,7.4,9.7,1.9,448.6,0.0
133,133,05.11.2020,13:00,70.4,10.3,10.5,7.8,9.7,1.8,401.5,0.0
134,134,05.11.2020,14:00,67.0,10.8,11.0,8.1,9.8,2.0,300.0,0.0
135,135,05.11.2020,15:00,68.8,9.9,10.5,8.4,9.8,2.5,168.4,0.0
136,136,05.11.2020,16:00,71.8,7.7,9.0,8.5,9.9,1.6,40.4,0.0
137,137,05.11.2020,17:00,80.2,5.1,7.0,8.3,10.0,0.5,0.0,0.0
138,138,05.11.2020,18:00,90.8,2.8,4.7,7.9,10.0,0.4,0.0,0.0
139,139,05.11.2020,19:00,99.8,1.7,3.3,7.6,9.9,0.3,0.0,0.0
140,140,05.11.2020,20:00,100.0,1.2,2.3,7.2,9.8,0.6,0.0,0.0
141,141,05.11.2020,21:00,100.0,0.6,1.7,6.9,9.8,0.7,0.0,0.0
142,142,05.11.2020,22:00,100.0,0.5,1.6,6.7,9.6,0.6,0.0,0.0
143,143,05.11.2020,23:00,100.0,0.0,1.1,6.5,9.5,0.4,0.0,0.0
144,144,06.11.2020,00:00,100.0,-0.4,0.9,6.3,9.4,0.6,0.0,0.0
145,145,06.11.2020,01:00,100.0,-0.9,0.1,6.1,9.3,0.4,0.0,0.0
146,146,06.11.2020,02:00,100.0,-1.2,0.0,5.9,9.1,0.5,0.0,0.0
147,147,06.11.2020,03:00,100.0,-1.5,-0.5,5.7,9.0,0.4,0.0,0.0
148,148,06.11.2020,04:00,100.0,-1.9,-1.0,5.4,8.9,0.5,0.0,0.0
149,149,06.11.2020,05:00,100.0,-1.8,-0.7,5.3,8.8,0.5,0.0,0.0
150,150,06.11.2020,06:00,100.0,-1.6,-0.7,5.2,8.7,0.5,0.0,0.0
151,151,06.11.2020,07:00,100.0,-1.8,-0.8,5.1,8.5,0.5,19.5,0.0
152,152,06.11.2020,08:00,100.0,-0.6,0.5,4.9,8.4,0.3,131.6,0.0
153,153,06.11.2020,09:00,100.0,1.7,2.5,5.0,8.3,0.6,269.5,0.1
154,154,06.11.2020,10:00,99.2,4.0,4.8,5.0,8.3,0.8,372.5,0.0
155,155,06.11.2020,11:00,91.0,6.4,6.6,5.4,8.2,1.2,432.0,0.0
156,156,06.11.2020,12:00,80.7,8.4,9.0,5.8,8.2,1.3,437.4,0.0
157,157,06.11.2020,13:00,65.6,10.2,10.8,6.3,8.2,1.2,385.9,0.0
158,158,06.11.2020,14:00,52.0,10.9,12.0,6.6,8.3,1.3,289.9,0.0
159,159,06.11.2020,15:00,52.5,10.8,11.9,7.0,8.4,0.9,158.6,0.0
160,160,06.11.2020,16:00,61.7,7.7,9.9,7.2,8.5,0.3,33.8,0.0
161,161,06.11.2020,17:00,84.1,3.9,5.8,7.0,8.6,0.2,0.0,0.0
162,162,06.11.2020,18:00,96.3,2.2,3.8,6.7,8.6,0.3,0.0,0.0
163,163,06.11.2020,19:00,99.9,1.4,2.8,6.4,8.6,0.2,0.0,0.0
164,164,06.11.2020,20:00,100.0,1.7,3.5,6.1,8.5,0.4,0.0,0.0
165,165,06.11.2020,21:00,99.8,2.2,4.2,5.9,8.5,0.3,0.0,0.0
166,166,06.11.2020,22:00,100.0,0.3,1.5,5.8,8.4,0.4,0.0,0.0
167,167,06.11.2020,23:00,100.0,-0.1,0.9,5.6,8.3,0.4,0.0,0.0
168,168,07.11.2020,00:00,100.0,-0.2,0.7,5.4,8.2,0.5,0.0,0.0
169,169,07.11.2020,01:00,100.0,-0.4,0.4,5.3,8.1,0.3,0.0,0.0
170,170,07.11.2020,02:00,100.0,-1.0,0.0,5.2,8.0,0.2,0.0,0.0
171,171,07.11.2020,03:00,100.0,-1.2,-0.5,5.1,8.0,0.2,0.0,0.0
172,172,07.11.2020,04:00,100.0,-1.4,-0.9,4.9,7.9,0.1,0.0,0.0
173,173,07.11.2020,05:00,100.0,-1.7,-1.1,4.7,7.8,0.2,0.0,0.0
174,174,07.11.2020,06:00,100.0,-1.9,-1.2,4.6,7.7,0.2,0.0,0.0
175,175,07.11.2020,07:00,100.0,-1.9,-1.2,4.5,7.6,0.3,12.4,0.0
176,176,07.11.2020,08:00,100.0,-0.8,0.0,4.5,7.6,0.3,108.7,0.0
177,177,07.11.2020,09:00,100.0,2.2,3.1,4.5,7.5,0.5,247.9,0.1
178,178,07.11.2020,10:00,99.9,5.6,5.8,4.7,7.4,0.8,319.4,0.0
179,179,07.11.2020,11:00,92.5,7.6,7.4,5.2,7.4,1.1,350.8,0.0
180,180,07.11.2020,12:00,85.0,8.7,8.5,5.8,7.5,0.9,357.2,0.0
181,181,07.11.2020,13:00,79.1,9.8,9.7,6.4,7.5,0.9,305.2,0.0
182,182,07.11.2020,14:00,74.3,10.3,10.5,6.9,7.7,0.8,214.5,0.0
183,183,07.11.2020,15:00,73.1,9.8,10.6,7.4,7.8,0.3,105.3,0.0
184,184,07.11.2020,16:00,82.3,7.6,9.3,7.5,8.0,0.4,20.4,0.0
185,185,07.11.2020,17:00,92.9,5.3,6.8,7.3,8.1,0.3,0.0,0.0
186,186,07.11.2020,18:00,100.0,4.0,5.2,7.1,8.1,0.2,0.0,0.0
187,187,07.11.2020,19:00,100.0,3.3,4.3,6.7,8.2,0.3,0.0,0.0
188,188,07.11.2020,20:00,100.0,2.6,3.5,6.5,8.2,0.3,0.0,0.0
189,189,07.11.2020,21:00,100.0,2.2,3.0,6.3,8.1,0.5,0.0,0.0
190,190,07.11.2020,22:00,100.0,1.8,2.7,6.2,8.1,0.3,0.0,0.0
191,191,07.11.2020,23:00,100.0,1.4,2.2,6.0,8.0,0.4,0.0,0.0
192,192,08.11.2020,00:00,100.0,1.0,1.8,5.8,8.0,0.3,0.0,0.0
193,193,08.11.2020,01:00,100.0,1.0,1.7,5.7,7.9,0.4,0.0,0.0
194,194,08.11.2020,02:00,100.0,0.7,1.5,5.5,7.8,0.2,0.0,0.0
195,195,08.11.2020,03:00,100.0,0.4,1.3,5.4,7.8,0.1,0.0,0.0
196,196,08.11.2020,04:00,100.0,0.9,2.1,5.2,7.7,0.2,0.0,0.0
197,197,08.11.2020,05:00,100.0,1.5,2.5,5.2,7.6,0.2,0.0,0.0
198,198,08.11.2020,06:00,100.0,2.2,3.3,5.2,7.5,0.3,0.0,0.0
199,199,08.11.2020,07:00,100.0,2.4,3.2,5.2,7.5,0.3,16.4,0.0
200,200,08.11.2020,08:00,100.0,4.4,4.3,5.3,7.5,0.3,77.6,0.0
201,201,08.11.2020,09:00,100.0,6.2,6.0,5.7,7.4,0.5,82.0,0.0
202,202,08.11.2020,10:00,98.9,7.5,7.2,6.3,7.5,0.4,145.5,0.0
203,203,08.11.2020,11:00,91.8,8.8,8.4,6.8,7.6,0.6,233.1,0.0
204,204,08.11.2020,12:00,83.4,10.2,9.9,7.5,7.7,0.7,376.4,0.0
205,205,08.11.2020,13:00,78.5,11.2,11.2,8.0,7.9,0.6,339.9,0.0
206,206,08.11.2020,14:00,78.6,11.2,11.6,8.2,8.1,0.7,183.9,0.0
207,207,08.11.2020,15:00,86.3,9.8,10.9,8.4,8.2,0.2,33.2,0.0
208,208,08.11.2020,16:00,94.4,8.3,9.6,8.3,8.4,0.2,0.0,0.0
209,209,08.11.2020,17:00,99.7,6.4,7.8,8.1,8.5,0.2,0.0,0.0
210,210,08.11.2020,18:00,100.0,6.4,7.2,7.8,8.5,0.4,0.0,0.0
211,211,08.11.2020,19:00,100.0,6.5,7.3,7.8,8.5,0.5,0.0,0.0
212,212,08.11.2020,20:00,100.0,6.3,7.1,7.6,8.5,0.2,0.0,0.0
213,213,08.11.2020,21:00,100.0,6.5,7.0,7.6,8.5,0.1,0.0,0.0
214,214,08.11.2020,22:00,100.0,6.9,7.4,7.6,8.5,0.3,0.0,0.0
215,215,08.11.2020,23:00,100.0,6.4,7.2,7.6,8.5,0.3,0.0,0.0
216,216,09.11.2020,00:00,100.0,5.2,6.2,7.5,8.5,0.1,0.0,0.0
217,217,09.11.2020,01:00,100.0,5.3,5.9,7.4,8.5,0.5,0.0,0.0
218,218,09.11.2020,02:00,100.0,5.2,5.7,7.3,8.5,0.4,0.0,0.0
219,219,09.11.2020,03:00,100.0,4.5,5.2,7.2,8.5,0.1,0.0,0.0
220,220,09.11.2020,04:00,100.0,4.2,4.9,7.1,8.4,0.1,0.0,0.0
221,221,09.11.2020,05:00,100.0,4.3,4.8,7.0,8.4,0.2,0.0,0.0
222,222,09.11.2020,06:00,100.0,4.6,5.0,7.0,8.3,0.3,0.0,0.0
223,223,09.11.2020,07:00,100.0,5.2,5.5,6.9,8.3,0.1,0.0,0.0
224,224,09.11.2020,08:00,100.0,6.6,6.5,7.0,8.3,0.4,84.7,0.0
225,225,09.11.2020,09:00,98.6,9.0,9.2,7.3,8.3,0.8,255.1,0.0
226,226,09.11.2020,10:00,89.4,9.8,10.4,7.6,8.3,0.5,297.8,0.0
227,227,09.11.2020,11:00,81.8,11.2,11.3,7.9,8.4,1.0,367.3,0.0
228,228,09.11.2020,12:00,78.2,12.2,12.3,8.2,8.5,1.0,369.8,0.0
229,229,09.11.2020,13:00,74.9,12.9,13.2,8.6,8.6,1.0,326.0,0.0
230,230,09.11.2020,14:00,73.0,13.1,13.7,8.9,8.7,0.9,245.3,0.0
231,231,09.11.2020,15:00,73.9,12.8,13.8,9.1,8.8,0.6,130.2,0.0
232,232,09.11.2020,16:00,85.1,10.3,12.0,9.1,9.0,0.3,23.6,0.0
233,233,09.11.2020,17:00,97.6,7.4,9.2,8.9,9.0,0.1,0.0,0.0
234,234,09.11.2020,18:00,100.0,6.0,7.6,8.5,9.1,0.2,0.0,0.0
235,235,09.11.2020,19:00,100.0,5.4,6.7,8.1,9.1,0.3,0.0,0.0
236,236,09.11.2020,20:00,100.0,4.7,5.9,7.8,9.0,0.3,0.0,0.0
237,237,09.11.2020,21:00,100.0,4.2,5.3,7.5,9.0,0.2,0.0,0.0
238,238,09.11.2020,22:00,100.0,3.5,4.7,7.3,8.9,0.2,0.0,0.0
239,239,09.11.2020,23:00,100.0,3.0,4.2,7.0,8.8,0.2,0.0,0.0
240,240,10.11.2020,00:00,100.0,2.5,3.6,6.8,8.6,0.1,0.0,0.0
241,241,10.11.2020,01:00,100.0,2.8,4.1,6.6,8.6,0.2,0.0,0.0
242,242,10.11.2020,02:00,100.0,3.3,4.5,6.4,8.4,0.3,0.0,0.0
243,243,10.11.2020,03:00,100.0,4.7,5.1,6.3,8.4,0.6,0.0,0.0
244,244,10.11.2020,04:00,100.0,5.6,5.7,6.5,8.3,0.6,0.0,0.0
245,245,10.11.2020,05:00,100.0,5.7,5.9,6.5,8.2,0.7,0.0,0.0
246,246,10.11.2020,06:00,100.0,5.6,5.7,6.7,8.2,0.8,0.0,0.0
247,247,10.11.2020,07:00,100.0,5.6,5.7,6.8,8.2,0.6,0.0,0.0
248,248,10.11.2020,08:00,100.0,5.9,5.8,7.0,8.2,0.6,27.7,0.0
249,249,10.11.2020,09:00,100.0,6.1,5.9,7.1,8.2,0.6,52.9,0.0
250,250,10.11.2020,10:00,100.0,6.6,6.3,7.4,8.3,0.8,78.5,0.0
251,251,10.11.2020,11:00,100.0,7.1,6.7,7.8,8.3,0.7,81.4,0.0
252,252,10.11.2020,12:00,100.0,7.2,6.8,8.1,8.4,0.6,68.5,0.0
253,253,10.11.2020,13:00,100.0,7.2,6.9,8.4,8.5,0.5,51.8,0.0
254,254,10.11.2020,14:00,100.0,7.0,6.8,8.6,8.6,0.5,44.4,0.0
255,255,10.11.2020,15:00,100.0,6.9,6.7,8.5,8.7,0.6,27.2,0.0
256,256,10.11.2020,16:00,100.0,6.8,6.8,8.5,8.7,0.6,0.0,0.0
257,257,10.11.2020,17:00,100.0,6.7,6.8,8.4,8.8,0.3,0.0,0.0
258,258,10.11.2020,18:00,100.0,6.6,6.8,8.2,8.8,0.5,0.0,0.0
259,259,10.11.2020,19:00,100.0,6.6,6.7,8.2,8.8,0.7,0.0,0.0
260,260,10.11.2020,20:00,100.0,6.5,6.6,8.1,8.8,0.3,0.0,0.0
261,261,10.11.2020,21:00,100.0,6.4,6.5,8.1,8.8,0.3,0.0,0.0
262,262,10.11.2020,22:00,100.0,6.3,6.4,8.1,8.8,0.5,0.0,0.0
263,263,10.11.2020,23:00,100.0,6.2,6.3,8.0,8.8,0.3,0.0,0.0
264,264,11.11.2020,00:00,100.0,6.2,6.2,8.0,8.8,0.2,0.0,0.0
265,265,11.11.2020,01:00,100.0,6.2,6.3,8.1,8.8,0.3,0.0,0.0
266,266,11.11.2020,02:00,100.0,6.2,6.2,8.0,8.8,0.2,0.0,0.0
267,267,11.11.2020,03:00,100.0,6.3,6.3,8.0,8.8,0.2,0.0,0.0
268,268,11.11.2020,04:00,100.0,6.3,6.3,7.9,8.9,0.1,0.0,0.0
269,269,11.11.2020,05:00,100.0,6.3,6.3,7.9,8.8,0.2,0.0,0.0
270,270,11.11.2020,06:00,100.0,6.3,6.4,8.0,8.8,0.3,0.0,0.0
271,271,11.11.2020,07:00,100.0,6.4,6.4,8.0,8.8,0.4,0.0,0.0
272,272,11.11.2020,08:00,100.0,6.8,6.7,8.0,8.9,0.2,22.8,0.0
273,273,11.11.2020,09:00,100.0,7.3,7.1,8.2,8.8,0.4,57.9,0.0
274,274,11.11.2020,10:00,100.0,8.1,7.7,8.4,8.9,0.6,77.2,0.0
275,275,11.11.2020,11:00,100.0,8.6,8.2,8.8,8.9,0.7,88.0,0.0
276,276,11.11.2020,12:00,100.0,9.0,8.5,9.0,9.0,0.7,105.4,0.0
277,277,11.11.2020,13:00,100.0,9.1,8.7,9.4,9.1,0.9,0.0,0.0
278,278,11.11.2020,14:00,100.0,9.0,8.6,9.5,9.2,1.5,59.8,0.0
279,279,11.11.2020,15:00,100.0,8.8,8.6,9.5,9.3,1.1,28.3,0.0
280,280,11.11.2020,16:00,100.0,8.7,8.7,9.5,9.3,0.9,0.0,0.0
281,281,11.11.2020,17:00,100.0,8.6,8.6,9.4,9.4,1.1,0.0,0.0
282,282,11.11.2020,18:00,100.0,8.4,8.4,9.2,9.5,0.5,0.0,0.0
283,283,11.11.2020,19:00,100.0,8.1,8.1,9.2,9.4,0.2,0.0,0.0
284,284,11.11.2020,20:00,100.0,8.2,8.2,9.2,9.5,0.5,0.0,0.0
285,285,11.11.2020,21:00,100.0,8.1,8.1,9.1,9.5,0.4,0.0,0.0
286,286,11.11.2020,22:00,100.0,8.1,8.1,9.1,9.5,0.2,0.0,0.1
287,287,11.11.2020,23:00,100.0,8.1,8.1,9.0,9.5,0.2,0.0,0.0
288,288,12.11.2020,00:00,100.0,8.2,8.2,9.0,9.5,0.4,0.0,0.1
289,289,12.11.2020,01:00,100.0,8.5,8.6,9.0,9.5,0.3,0.0,0.0
290,290,12.11.2020,02:00,100.0,8.6,8.7,9.0,9.5,0.5,0.0,0.0
291,291,12.11.2020,03:00,100.0,8.4,8.5,9.0,9.5,0.9,0.0,0.0
292,292,12.11.2020,04:00,100.0,8.1,8.2,9.1,9.5,0.9,0.0,0.0
293,293,12.11.2020,05:00,100.0,8.2,8.3,9.0,9.5,0.7,0.0,0.0
